Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Selling Price,Tax 5%,Date,Time,Payment,Rating
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,35.69,10.197,08/03/2019,15:37,Credit card,7.7
549-96-4200,A,Naypyitaw,Member,Male,Food and beverages,17.04,4,17.89,3.408,08/03/2019,20:15,Ewallet,7
810-60-6344,A,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,42.9,16.344,07/02/2019,14:38,Credit card,6.5
450-28-2866,A,Naypyitaw,Member,Male,Food and beverages,17.44,5,18.31,4.36,01/15/2019,19:25,Cash,8.1
394-30-3170,C,Mandalay,Member,Female,Sports and travel,88.43,8,92.85,35.372,03/22/2019,19:35,Credit card,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,93.67,40.1445,01/15/2019,15:42,Credit card,6.5
192-98-7397,A,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,13.42,0.639,08/01/2019,14:11,Ewallet,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,20.06,6.685,01/15/2019,10:43,Cash,9.7
390-80-5128,C,Mandalay,Member,Female,Health and beauty,19.15,1,20.11,0.9575,01/28/2019,17:58,Credit card,9.5
235-46-8343,A,Naypyitaw,Member,Male,Food and beverages,27.66,10,29.04,13.83,02/14/2019,11:26,Credit card,8.9
453-12-7053,A,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,48.03,6.861,10/03/2019,17:38,Credit card,6.5
296-11-7041,C,Mandalay,Member,Female,Health and beauty,27.07,1,28.42,1.3535,12/01/2019,20:07,Credit card,5.3
449-27-2918,C,Mandalay,Member,Female,Sports and travel,39.12,1,41.08,1.956,03/26/2019,11:02,Credit card,9.6
891-01-7034,C,Mandalay,Normal,Female,Electronic accessories,74.71,6,78.45,22.413,01/01/2019,19:07,Cash,6.7
744-09-5786,C,Mandalay,Normal,Male,Electronic accessories,22.01,6,23.11,6.603,02/01/2019,18:50,Cash,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,66.79,15.9025,03/16/2019,12:43,Ewallet,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,26.25,1.25,03/03/2019,15:09,Ewallet,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,21.81,4.154,01/31/2019,13:47,Cash,4.7
767-54-1907,C,Mandalay,Member,Female,Fashion accessories,29.56,5,31.04,7.39,02/13/2019,16:59,Cash,6.9
710-46-4433,C,Mandalay,Member,Female,Food and beverages,77.4,9,81.27,34.83,02/15/2019,14:15,Credit card,4.5
533-33-5337,C,Mandalay,Normal,Male,Electronic accessories,79.39,10,83.36,39.695,07/02/2019,20:24,Cash,6.2
325-90-8763,A,Naypyitaw,Member,Female,Electronic accessories,46.57,10,48.9,23.285,01/27/2019,13:58,Cash,7.6
729-46-7422,A,Naypyitaw,Normal,Male,Food and beverages,35.89,1,37.68,1.7945,02/23/2019,16:52,Credit card,7.9
639-76-1242,A,Naypyitaw,Normal,Male,Food and beverages,40.52,5,42.55,10.13,03/02/2019,15:19,Cash,4.5
234-03-4040,C,Mandalay,Member,Female,Food and beverages,73.05,10,76.7,36.525,03/03/2019,12:25,Credit card,8.7
326-71-2155,A,Naypyitaw,Normal,Female,Sports and travel,73.95,4,77.65,14.79,03/02/2019,10:02,Cash,6.1
320-32-8842,A,Naypyitaw,Member,Female,Food and beverages,22.62,1,23.75,1.131,03/17/2019,18:58,Cash,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,53.91,12.835,03/28/2019,15:31,Credit card,9.1
878-30-2331,A,Naypyitaw,Member,Female,Sports and travel,54.55,10,57.28,27.275,02/03/2019,11:22,Credit card,7.1
440-59-5691,A,Naypyitaw,Member,Female,Health and beauty,37.15,7,39.01,13.0025,08/02/2019,13:12,Credit card,7.7
554-53-3790,C,Mandalay,Normal,Male,Sports and travel,37.02,6,38.87,11.106,03/22/2019,18:33,Cash,4.5
746-19-0921,A,Naypyitaw,Normal,Male,Food and beverages,21.58,1,22.66,1.079,09/02/2019,10:02,Ewallet,7.2
233-34-0817,A,Naypyitaw,Member,Female,Electronic accessories,98.84,1,103.78,4.942,02/15/2019,11:21,Cash,8.4
767-05-1286,A,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,87.96,25.131,01/23/2019,12:10,Ewallet,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,42.05,8.01,01/25/2019,11:40,Cash,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,45.29,21.565,02/02/2019,18:31,Credit card,5.5
731-59-7531,C,Mandalay,Member,Male,Health and beauty,72.57,8,76.2,29.028,03/30/2019,17:58,Cash,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,67.66,16.11,03/30/2019,17:04,Cash,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,68.44,9.777,02/25/2019,20:35,Credit card,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,34.92,8.315,03/18/2019,16:10,Credit card,4.2
598-47-9715,A,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,88.27,16.814,07/03/2019,16:54,Ewallet,4.4
701-69-8742,C,Mandalay,Normal,Male,Sports and travel,34.37,10,36.09,17.185,03/16/2019,10:11,Ewallet,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,40.53,1.93,01/29/2019,11:26,Ewallet,6.7
541-08-3113,A,Naypyitaw,Normal,Male,Food and beverages,65.97,8,69.27,26.388,02/02/2019,20:29,Cash,8.4
246-11-3901,A,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,34.44,16.4,02/15/2019,12:12,Cash,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,39,9.285,08/01/2019,13:05,Ewallet,5
305-18-3552,C,Mandalay,Member,Male,Home and lifestyle,60.38,10,63.4,30.19,12/02/2019,16:19,Cash,6
493-65-6248,A,Naypyitaw,Member,Female,Sports and travel,36.98,10,38.83,18.49,01/01/2019,19:48,Credit card,7
438-01-4015,C,Mandalay,Member,Female,Sports and travel,49.49,4,51.96,9.898,03/21/2019,15:25,Ewallet,6.6
709-58-4068,C,Mandalay,Normal,Female,Fashion accessories,41.09,10,43.14,20.545,02/28/2019,14:42,Cash,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,39.01,7.43,03/23/2019,18:59,Ewallet,8.3
556-72-8512,A,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,24.11,1.148,01/30/2019,20:47,Cash,4.3
627-95-3243,C,Mandalay,Member,Female,Home and lifestyle,77.68,9,81.56,34.956,04/02/2019,13:21,Ewallet,9.8
686-41-0932,C,Mandalay,Normal,Female,Fashion accessories,34.7,2,36.44,3.47,03/13/2019,19:48,Ewallet,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,20.64,9.83,03/15/2019,18:20,Credit card,7.2
608-04-3797,C,Mandalay,Member,Female,Health and beauty,25.32,8,26.59,10.128,05/03/2019,20:24,Ewallet,8.7
148-82-2527,A,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,12.73,6.06,05/03/2019,13:44,Credit card,8.4
437-53-3084,C,Mandalay,Normal,Male,Fashion accessories,99.89,2,104.88,9.989,02/26/2019,11:48,Ewallet,7.1
632-32-4574,C,Mandalay,Normal,Male,Sports and travel,75.92,8,79.72,30.368,03/20/2019,14:14,Cash,5.5
556-97-7101,A,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,66.38,6.322,01/01/2019,15:51,Cash,8.5
862-59-8517,A,Naypyitaw,Normal,Female,Food and beverages,90.24,6,94.75,27.072,01/27/2019,11:17,Cash,6.2
401-18-8016,C,Mandalay,Member,Female,Sports and travel,98.13,1,103.04,4.9065,01/21/2019,17:36,Cash,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,54.1,20.608,02/02/2019,15:47,Cash,9.6
277-63-2961,C,Mandalay,Member,Male,Sports and travel,73.97,1,77.67,3.6985,03/02/2019,15:53,Credit card,5.4
573-98-8548,A,Naypyitaw,Member,Female,Fashion accessories,31.9,1,33.5,1.595,05/01/2019,12:40,Ewallet,9.1
620-02-2046,A,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,72.87,6.94,01/27/2019,19:48,Ewallet,9
282-35-2475,C,Mandalay,Normal,Female,Sports and travel,93.31,2,97.98,9.331,03/25/2019,17:53,Cash,6.3
511-54-3087,C,Mandalay,Normal,Male,Sports and travel,88.45,1,92.87,4.4225,02/25/2019,16:36,Credit card,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,25.39,9.672,01/28/2019,20:54,Ewallet,9.8
387-49-4215,C,Mandalay,Member,Female,Sports and travel,48.5,3,50.93,7.275,08/01/2019,12:50,Cash,6.7
862-17-9201,C,Mandalay,Normal,Female,Food and beverages,84.05,6,88.25,25.215,01/29/2019,10:48,Credit card,7.7
291-21-5991,C,Mandalay,Member,Male,Health and beauty,61.29,5,64.35,15.3225,03/29/2019,14:28,Cash,7
602-80-9671,A,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,16.75,4.785,09/02/2019,17:15,Credit card,5.1
347-72-6115,C,Mandalay,Member,Female,Sports and travel,90.74,7,95.28,31.759,01/16/2019,18:03,Credit card,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,45.06,10.7275,05/01/2019,17:29,Ewallet,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,56.99,18.998,01/27/2019,18:05,Ewallet,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,104.53,34.8425,03/14/2019,12:07,Cash,7.6
503-07-0930,A,Naypyitaw,Member,Male,Sports and travel,58.39,7,61.31,20.4365,02/23/2019,19:49,Credit card,8.2
413-20-6708,A,Naypyitaw,Member,Female,Fashion accessories,51.47,1,54.04,2.5735,03/18/2019,15:52,Ewallet,8.5
425-85-2085,C,Mandalay,Member,Male,Health and beauty,54.86,5,57.6,13.715,03/29/2019,16:48,Ewallet,9.8
521-18-7827,A,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,41.36,9.8475,01/22/2019,20:46,Credit card,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,36.47,3.473,01/03/2019,18:14,Ewallet,9.7
600-38-9738,A,Naypyitaw,Member,Male,Sports and travel,71.92,5,75.52,17.98,01/17/2019,15:05,Credit card,4.3
734-91-1155,C,Mandalay,Normal,Female,Electronic accessories,45.71,3,48,6.8565,03/26/2019,10:34,Credit card,7.7
451-28-5717,A,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,87.33,24.951,03/20/2019,11:23,Cash,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,39.31,11.232,06/02/2019,13:55,Credit card,5.9
133-14-7229,A,Naypyitaw,Normal,Male,Health and beauty,62.87,2,66.01,6.287,01/01/2019,11:43,Cash,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,85.8,24.513,01/27/2019,14:36,Credit card,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,95.98,22.8525,02/25/2019,16:03,Ewallet,7.1
286-62-6248,C,Mandalay,Normal,Male,Fashion accessories,39.21,4,41.17,7.842,01/16/2019,20:03,Credit card,9
339-38-9982,C,Mandalay,Member,Male,Fashion accessories,59.86,2,62.85,5.986,01/13/2019,14:55,Ewallet,6.7
827-44-5872,C,Mandalay,Member,Female,Food and beverages,54.36,10,57.08,27.18,07/02/2019,11:28,Credit card,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,102.99,44.1405,02/17/2019,19:41,Cash,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,26.7,7.629,12/02/2019,19:01,Ewallet,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,91.01,34.672,01/24/2019,18:04,Credit card,7.2
857-67-9057,C,Mandalay,Normal,Male,Electronic accessories,22.95,10,24.1,11.475,06/02/2019,19:20,Ewallet,8.2
236-27-1144,A,Naypyitaw,Normal,Female,Food and beverages,16.31,9,17.13,7.3395,03/26/2019,10:31,Ewallet,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,29.74,7.08,11/03/2019,13:28,Ewallet,6.2
583-41-4548,A,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,17.5,5.8345,07/02/2019,11:36,Ewallet,7.4
339-12-4827,C,Mandalay,Member,Female,Fashion accessories,73.96,1,77.66,3.698,05/01/2019,11:32,Credit card,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,102.84,4.897,07/03/2019,11:44,Ewallet,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,76.7,14.61,02/25/2019,17:16,Credit card,4.9
358-88-9262,A,Naypyitaw,Member,Female,Food and beverages,87.48,6,91.85,26.244,01/02/2019,18:43,Ewallet,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,32.21,4.602,01/22/2019,11:00,Ewallet,9.1
343-87-0864,A,Naypyitaw,Member,Male,Health and beauty,75.88,1,79.67,3.794,03/01/2019,10:30,Credit card,7.1
173-50-1108,C,Mandalay,Member,Female,Sports and travel,20.18,4,21.19,4.036,02/13/2019,12:14,Credit card,5
243-47-2663,A,Naypyitaw,Member,Male,Electronic accessories,18.77,6,19.71,5.631,01/28/2019,16:43,Credit card,5.5
841-18-8232,C,Mandalay,Normal,Female,Food and beverages,71.2,1,74.76,3.56,05/01/2019,20:40,Credit card,9.2
701-23-5550,C,Mandalay,Member,Male,Home and lifestyle,38.81,4,40.75,7.762,03/19/2019,13:40,Ewallet,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,30.89,14.71,12/01/2019,16:23,Ewallet,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,64,27.4275,07/01/2019,12:08,Credit card,6
539-21-7227,C,Mandalay,Normal,Female,Sports and travel,51.54,5,54.12,12.885,01/26/2019,17:45,Cash,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,69.36,19.818,01/23/2019,10:28,Cash,7.3
747-58-7183,C,Mandalay,Normal,Male,Fashion accessories,57.27,3,60.13,8.5905,09/02/2019,20:31,Ewallet,6.5
582-52-8065,C,Mandalay,Normal,Female,Fashion accessories,54.31,9,57.03,24.4395,02/22/2019,10:49,Cash,8.9
210-57-1719,C,Mandalay,Normal,Female,Health and beauty,58.24,9,61.15,26.208,05/02/2019,12:34,Cash,9.7
399-69-4630,A,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,23.32,6.663,07/03/2019,10:23,Credit card,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,20.29,6.762,03/25/2019,18:51,Cash,6.9
356-44-8813,C,Mandalay,Normal,Male,Home and lifestyle,37.48,3,39.35,5.622,01/20/2019,13:45,Credit card,7.7
198-66-9832,C,Mandalay,Member,Female,Fashion accessories,72.04,2,75.64,7.204,04/02/2019,19:38,Cash,9.5
283-26-5248,A,Naypyitaw,Member,Female,Food and beverages,98.52,10,103.45,49.26,01/30/2019,20:23,Ewallet,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,43.74,12.498,02/01/2019,15:24,Ewallet,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,76.04,10.863,03/29/2019,16:54,Ewallet,8.2
174-75-0888,C,Mandalay,Normal,Male,Electronic accessories,21.58,9,22.66,9.711,03/14/2019,12:32,Cash,7.3
866-99-7614,A,Naypyitaw,Normal,Male,Food and beverages,89.2,10,93.66,44.6,11/02/2019,15:42,Credit card,4.4
134-54-4720,C,Mandalay,Normal,Female,Electronic accessories,42.42,8,44.54,16.968,01/30/2019,13:58,Ewallet,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,78.24,22.353,03/20/2019,15:08,Ewallet,5
514-37-2845,C,Mandalay,Normal,Male,Fashion accessories,99.25,2,104.21,9.925,03/20/2019,13:02,Cash,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,85.27,40.605,01/17/2019,13:01,Credit card,6.3
718-57-9773,A,Naypyitaw,Normal,Female,Sports and travel,49.33,10,51.8,24.665,03/02/2019,16:40,Credit card,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,69.03,29.583,01/01/2019,13:55,Cash,7.7
241-11-2261,C,Mandalay,Normal,Female,Fashion accessories,79.86,7,83.85,27.951,10/01/2019,10:33,Credit card,5.5
408-26-9866,A,Naypyitaw,Normal,Female,Sports and travel,73.98,7,77.68,25.893,02/03/2019,16:42,Ewallet,4.1
834-83-1826,C,Mandalay,Member,Female,Home and lifestyle,82.04,5,86.14,20.51,02/25/2019,17:16,Credit card,7.6
343-61-3544,C,Mandalay,Member,Male,Sports and travel,26.67,10,28,13.335,01/29/2019,11:48,Cash,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,10.64,3.5455,10/03/2019,19:35,Ewallet,8.3
355-34-6244,C,Mandalay,Normal,Male,Food and beverages,72.39,2,76.01,7.239,01/13/2019,19:55,Credit card,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,90.21,21.4775,03/22/2019,14:33,Credit card,8.6
339-96-8318,C,Mandalay,Member,Male,Fashion accessories,81.31,7,85.38,28.4585,01/03/2019,19:49,Ewallet,6.3
458-61-0011,C,Mandalay,Normal,Male,Food and beverages,60.3,4,63.32,12.06,02/20/2019,18:43,Cash,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,33.36,6.354,01/14/2019,14:43,Ewallet,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,67.48,12.854,03/26/2019,13:54,Cash,7.7
207-73-1363,C,Mandalay,Normal,Male,Health and beauty,69.51,2,72.99,6.951,01/03/2019,12:15,Ewallet,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,28.58,4.083,07/01/2019,12:37,Cash,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,81.56,15.536,01/02/2019,19:54,Cash,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,97.63,9.298,02/13/2019,15:06,Credit card,8
359-90-3665,C,Mandalay,Member,Female,Fashion accessories,18.08,4,18.98,3.616,01/14/2019,18:03,Credit card,9.5
375-72-3056,C,Mandalay,Normal,Male,Sports and travel,63.06,3,66.21,9.459,01/19/2019,15:58,Ewallet,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,54.3,10.342,09/03/2019,13:53,Credit card,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,54.96,7.851,03/27/2019,14:03,Cash,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,45.21,10.765,04/02/2019,16:38,Ewallet,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,62.59,29.805,03/14/2019,11:07,Cash,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,15.35,3.655,04/03/2019,12:23,Cash,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,48.86,13.959,03/03/2019,10:54,Credit card,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,25.45,8.484,01/27/2019,17:38,Ewallet,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,47.86,2.279,07/02/2019,14:13,Cash,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,78.96,11.28,05/02/2019,11:51,Ewallet,4.8
585-11-6748,C,Mandalay,Member,Male,Sports and travel,96.8,3,101.64,14.52,03/15/2019,13:05,Cash,5.3
470-31-3286,C,Mandalay,Normal,Male,Health and beauty,14.82,3,15.56,2.223,01/03/2019,11:30,Credit card,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,54.81,7.83,02/15/2019,13:30,Credit card,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,48.99,20.997,02/17/2019,19:11,Ewallet,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,38.69,9.2125,01/26/2019,18:53,Cash,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,73.84,7.032,03/24/2019,14:22,Ewallet,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,87.23,4.154,01/23/2019,17:16,Ewallet,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,68.24,3.2495,01/26/2019,10:06,Credit card,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,81.44,38.78,03/14/2019,20:35,Ewallet,6.9
642-30-6693,C,Mandalay,Normal,Female,Sports and travel,54.51,6,57.24,16.353,03/17/2019,13:54,Ewallet,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,54.48,18.1615,08/01/2019,20:08,Cash,4.5
830-58-2383,C,Mandalay,Normal,Male,Home and lifestyle,31.75,4,33.34,6.35,08/02/2019,15:26,Cash,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,56.33,18.7775,10/02/2019,12:56,Ewallet,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,52.28,9.958,03/28/2019,19:16,Credit card,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,32.14,1.5305,01/23/2019,12:20,Ewallet,5.2
349-97-8902,C,Mandalay,Member,Male,Food and beverages,57.89,2,60.78,5.789,01/17/2019,10:37,Ewallet,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,30.41,1.448,07/02/2019,10:18,Credit card,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,103.92,44.5365,09/03/2019,11:23,Cash,6.7
789-23-8625,C,Mandalay,Member,Male,Fashion accessories,93.22,3,97.88,13.983,01/24/2019,11:45,Cash,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,84.98,4.0465,01/19/2019,16:08,Credit card,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,70.82,33.725,03/02/2019,11:25,Ewallet,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,40.66,17.424,03/20/2019,12:24,Ewallet,4.2
327-40-9673,C,Mandalay,Member,Male,Sports and travel,72.6,6,76.23,21.78,01/13/2019,19:51,Cash,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,92.31,21.9775,03/14/2019,18:10,Ewallet,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,103.46,29.559,01/23/2019,11:22,Credit card,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,45.63,13.038,07/02/2019,17:55,Ewallet,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,75.26,10.752,03/28/2019,15:30,Credit card,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,96.19,4.5805,03/20/2019,19:44,Cash,9.8
670-79-6321,C,Mandalay,Member,Female,Home and lifestyle,94.59,7,99.32,33.1065,01/17/2019,15:27,Credit card,4.9
852-62-7105,C,Mandalay,Normal,Female,Fashion accessories,83.25,10,87.41,41.625,12/01/2019,11:25,Credit card,4.4
598-06-7312,C,Mandalay,Member,Male,Fashion accessories,91.35,1,95.92,4.5675,02/16/2019,15:42,Cash,6.8
135-13-8269,C,Mandalay,Member,Female,Food and beverages,78.88,2,82.82,7.888,01/26/2019,16:04,Cash,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,63.91,6.087,09/03/2019,12:37,Ewallet,8.7
628-90-8624,C,Mandalay,Member,Male,Health and beauty,82.58,10,86.71,41.29,03/14/2019,14:41,Cash,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,55.97,7.995,01/25/2019,14:19,Ewallet,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,12.69,0.6045,01/26/2019,18:19,Credit card,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,67.4,32.095,01/19/2019,14:08,Credit card,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,82.23,11.7465,05/03/2019,16:38,Ewallet,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,87.96,8.377,01/15/2019,10:54,Credit card,7
420-04-7590,C,Mandalay,Normal,Male,Home and lifestyle,99.7,3,104.69,14.955,03/18/2019,11:29,Ewallet,4.7
182-88-2763,C,Mandalay,Member,Male,Food and beverages,79.91,3,83.91,11.9865,03/20/2019,19:28,Credit card,5
188-55-0967,C,Mandalay,Member,Male,Health and beauty,66.47,10,69.79,33.235,01/15/2019,15:01,Credit card,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,30.4,10.1325,03/03/2019,20:31,Credit card,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,48.51,2.31,03/19/2019,12:16,Cash,6.3
364-33-8584,C,Mandalay,Member,Female,Food and beverages,17.63,5,18.51,4.4075,08/03/2019,15:27,Cash,8.5
665-63-9737,C,Mandalay,Normal,Male,Fashion accessories,52.42,3,55.04,7.863,02/27/2019,17:36,Ewallet,7.5
695-09-5146,C,Mandalay,Member,Female,Food and beverages,98.79,3,103.73,14.8185,02/23/2019,20:00,Ewallet,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,92.98,35.42,03/19/2019,15:29,Ewallet,4.7
794-32-2436,C,Mandalay,Member,Male,Electronic accessories,55.67,2,58.45,5.567,03/27/2019,15:08,Ewallet,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,76.15,29.008,03/30/2019,19:26,Credit card,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,12.65,3.0125,02/16/2019,15:53,Ewallet,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,20.33,8.712,01/18/2019,18:43,Ewallet,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,73.72,21.063,03/30/2019,14:58,Cash,7.4
574-31-8277,C,Mandalay,Member,Male,Fashion accessories,33.63,1,35.31,1.6815,03/20/2019,19:55,Cash,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,16.26,1.549,01/16/2019,15:10,Cash,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,25.98,12.37,02/24/2019,16:44,Cash,7.1
369-82-2676,C,Mandalay,Normal,Male,Electronic accessories,75.66,5,79.44,18.915,01/15/2019,18:22,Ewallet,7.8
563-47-4072,C,Mandalay,Normal,Female,Health and beauty,55.81,6,58.6,16.743,01/22/2019,11:52,Cash,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,76.42,36.39,03/02/2019,17:24,Cash,7.3
149-15-7606,C,Mandalay,Member,Male,Sports and travel,37.32,9,39.19,16.794,06/03/2019,15:31,Ewallet,5.1
133-77-3154,C,Mandalay,Member,Male,Fashion accessories,60.18,4,63.19,12.036,02/16/2019,18:04,Credit card,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,16.47,2.3535,03/14/2019,14:13,Credit card,5.8
